Building for debugging...
[0/3] Write swift-version--58304C5D6DBC2206.txt
Build of product 'App' complete! (0.18s)
[ INFO ] GET /api/chat/unread [request-id: CBBE97AD-6059-41AA-A2F8-1AEDB0FF8F1D]
[ INFO ] GET /api/chat/unread [request-id: 21E84BE0-2C7D-4C4F-B0E9-C3C6E9FD0FB1]
[ INFO ] GET /api/chat/unread [request-id: CED71A74-6202-4879-857F-99BBA6A404D0]
[ INFO ] GET /admin/index.html [request-id: 2BDEC147-ADBE-4CDE-9C08-2C4F170B4D22]
[ INFO ] GET /api/games [request-id: D305B57D-B98A-4EEC-99B3-2DA5B3D42A0F]
[ INFO ] GET /api/admin/students [request-id: 52C162E2-CE48-4E1E-B701-53BCC6B593C2]
[ INFO ] GET /api/admin/overview [request-id: 8DA41B81-8F93-434C-ACDE-A8408D270984]
[ INFO ] GET /api/chat/unread [request-id: B48944F4-366D-4744-B9B3-2A9F0ACF5AD1]
[ INFO ] GET /api/admin/vocab/topics [request-id: A2A918DC-9C82-4590-99C1-9A12ACB8EFF9]
[ INFO ] GET /api/chat/all [request-id: 8C87D254-0F23-4B9E-A7BD-BAB4CF7B0C8D]
[ INFO ] GET /api/admin/klassen/list [request-id: 189D884C-307D-45E5-94C7-3C6C27214D50]
[ INFO ] GET /api/chat/unread [request-id: E6CF78F2-208C-4CFA-96CA-A9CFA6E2B6D8]
[ INFO ] GET /api/chat/unread [request-id: 1A4CFA7D-0965-4903-B81F-5E167A5E2386]
[ INFO ] GET /api/chat/unread [request-id: EC69A008-2A5C-42D3-AE11-DBC327BF021E]
[ INFO ] GET /api/chat/unread [request-id: 97226FF2-B9F1-4748-9FD1-18A634F0C463]
[ INFO ] GET /api/chat/unread [request-id: 0F399CB2-79DA-4590-9CCE-671603145FB4]
[ INFO ] GET /api/chat/unread [request-id: 93F47C80-DB03-4B1D-BD6D-E3878052F930]
[ INFO ] GET /api/chat/unread [request-id: 420D1031-0C33-441C-BFD8-392B1AFC707F]
[ INFO ] GET /api/chat/unread [request-id: 840E5CE4-5E32-4D74-ADD2-49DC64DA5F51]
[ INFO ] GET /api/chat/unread [request-id: 1CFF2EEE-8D9C-4660-99DB-95543049EDF3]
[ INFO ] GET /api/chat/unread [request-id: 105F2892-370D-4F49-A0B8-A4BF58FDC43D]
[ INFO ] GET /api/chat/unread [request-id: 835C8C14-3E0D-4743-A7C9-84F67BFA6A4D]
[ INFO ] GET /api/chat/unread [request-id: 65736B58-6B43-403B-BE93-A0D2B28C86F2]
[ INFO ] GET /api/chat/unread [request-id: D6B1EE3D-8D70-4413-9E8D-B27CD3090459]
[ INFO ] GET /api/chat/unread [request-id: B2235AB9-E130-4989-852C-C94AA8FA1F84]
[ INFO ] GET /api/chat/unread [request-id: 0F6F8483-D3C2-4005-91C3-462F74F4FA50]
[ INFO ] GET /hub.html [request-id: B367238C-275D-4E5D-AE08-7815CD740506]
[ INFO ] GET /api/personal/93D33D62-1E7D-4025-8084-6805D4674AE3 [request-id: C74CBE17-AA95-4535-9D7F-4CF16CA50920]
[ INFO ] GET /api/ai/feedback/player/93D33D62-1E7D-4025-8084-6805D4674AE3 [request-id: 7A26B51A-31F0-4BF1-9DD2-4A3BEB53D811]
[ INFO ] GET /api/vocab/stats/93D33D62-1E7D-4025-8084-6805D4674AE3 [request-id: 4B62324E-FA96-4C04-99C7-C1F5E6716AA0]
[ INFO ] GET /api/badges/player/93D33D62-1E7D-4025-8084-6805D4674AE3 [request-id: 184F799A-0A8D-4B76-9EA6-006D76297A15]
[ INFO ] GET /api/players/93D33D62-1E7D-4025-8084-6805D4674AE3/stats [request-id: E59839AE-4171-4B62-A955-7BD128B3A68B]
[ INFO ] GET /api/games/for/93D33D62-1E7D-4025-8084-6805D4674AE3 [request-id: D9976688-79F0-4BBB-9025-185132BF5401]
[ INFO ] GET /apple-touch-icon.png [request-id: 64A60B77-4BA4-44A4-B903-4150DEDD5AB2]
[ INFO ] GET /favicon.ico [request-id: 85183049-05AB-44B6-8480-1CE8CAEAC0CC]
[ INFO ] GET /apple-touch-icon-precomposed.png [request-id: FF038F4D-4B03-432E-B7A3-D10346D3BB4C]
[ INFO ] GET /api/chat/unread [request-id: 9C8D06C9-DA1F-47E5-9303-F8B2FA5E4ED5]
[ INFO ] GET /api/chat/unread [request-id: 8D707D39-9ACB-4915-A2A6-D8461E452A8C]
[ INFO ] GET /api/chat/unread [request-id: AA1226C4-77A2-4D06-A808-B94DA76A805B]
[ INFO ] GET /materials.html [request-id: 60142629-21DF-4A4C-9382-50D1F8EBE0B3]
[ INFO ] GET /api/materials/admin/list-materials [request-id: 1F3492E7-4B5C-4D2A-8B3A-CCF164866BA2]
[ INFO ] GET /api/materials/submissions/93D33D62-1E7D-4025-8084-6805D4674AE3 [request-id: 8E994378-463F-4D85-8913-FC863A397A37]
[ INFO ] GET /api/chat/unread [request-id: 421B9EE2-85BC-49CD-8381-7CFA9CA860DA]
[ INFO ] GET /api/chat/unread [request-id: A41E0E2D-B42D-4838-A985-0DE3B4379826]
[ INFO ] GET /api/chat/unread [request-id: 55CB6EDF-E2C5-4899-8345-FCE784021FCA]
[ INFO ] GET /api/chat/unread [request-id: F63E6899-63A6-4BEB-B14E-A91EE88DE2F5]
[ INFO ] GET /api/chat/unread [request-id: 32A30445-C00C-40A2-9E9F-2B626D553A71]
[ INFO ] GET /api/chat/unread [request-id: A6BE10D8-A294-45AD-9BD1-BE059682AFA5]
[ INFO ] GET /api/chat/unread [request-id: D0AC21BF-1900-487E-8F60-A9027E785832]
[ INFO ] GET /hub.html [request-id: 1339E67B-C2B8-430B-ABC2-E6CD76F1CF73]
[ INFO ] GET /js/auth.js [request-id: 7B0A8EA4-8D58-4161-A9E1-400048566C8B]
[ INFO ] GET /images/lyra.jpeg [request-id: 3FFB7A9C-5A0F-4BFC-A927-E355BC863265]
[ INFO ] GET /js/cursor-fx.js [request-id: CE42258E-E6D9-4A7E-8764-ABF27EA9A11A]
[ INFO ] GET /js/api.js [request-id: 59B2EB2A-19DB-46AB-8C1E-1DF92FD467FA]
[ INFO ] GET /api/personal/93D33D62-1E7D-4025-8084-6805D4674AE3 [request-id: B502DFCA-77D5-447B-AAE8-5E54BF5534FC]
[ INFO ] GET /api/players/93D33D62-1E7D-4025-8084-6805D4674AE3/stats [request-id: 495C8F48-CB4F-41E0-A10A-5B44DC03A71B]
[ INFO ] GET /api/vocab/stats/93D33D62-1E7D-4025-8084-6805D4674AE3 [request-id: 7DB050F5-FE2C-4E93-BA5C-29BB6A96DC6D]
[ INFO ] GET /api/badges/player/93D33D62-1E7D-4025-8084-6805D4674AE3 [request-id: 663DA06D-256B-44BB-BDC3-915EE13B8937]
[ INFO ] GET /api/games/for/93D33D62-1E7D-4025-8084-6805D4674AE3 [request-id: FAC91625-0BB0-47EF-9558-C55EA0526B4F]
[ INFO ] GET /api/ai/feedback/player/93D33D62-1E7D-4025-8084-6805D4674AE3 [request-id: A4A87DDB-5350-45CA-B799-72CAC2E7B492]
[ INFO ] GET /api/chat/unread [request-id: A8EFB360-075B-4138-85BA-481D47CDC76D]
[ INFO ] GET /favicon.ico [request-id: 8F35E411-6EC8-436B-BFAD-26BA39E72F12]
[ INFO ] GET /apple-touch-icon.png [request-id: 4E0377E0-8EF0-4909-8855-9567E1E8E2F6]
[ INFO ] GET /apple-touch-icon-precomposed.png [request-id: 7EBDCE59-5DBB-44F8-8C91-4BCD46917946]
[ INFO ] GET /hub.html [request-id: C0395C78-2086-4EB2-B7BE-4497EC45C98C]
[ INFO ] GET /admin/index.html [request-id: AD1EBBB1-423A-47D3-90A5-A8BBC8E63590]
[ INFO ] GET /api/chat/unread [request-id: 32DF6B67-DEEE-46AD-974C-F187EE5D71C5]
[ INFO ] GET /hub.html [request-id: 38FCF094-3141-4D5A-BFBE-7C8B35051286]
[ INFO ] GET /admin/index.html [request-id: 7BEC1E30-6195-49BC-A562-B296F343B4FF]
[ INFO ] GET /apple-touch-icon.png [request-id: ECE175DA-78D3-47A3-ACDB-4373034EEDA1]
[ INFO ] GET /favicon.ico [request-id: 98FBE561-517D-4CE1-9050-FC9CD5DACF42]
[ INFO ] GET /apple-touch-icon-precomposed.png [request-id: EF62731A-6757-4683-8AE7-78855C7570E9]
[ INFO ] GET / [request-id: FAF2977E-B3DD-46D7-9BE1-D3A35F0C7FF3]
[ INFO ] GET /css/style.css [request-id: 8E7FCEBE-BBB8-4E4E-B97A-3128ED4F828E]
[ INFO ] GET /js/cursor-fx.js [request-id: 198215B0-2878-41F0-B6D0-A6365B09808A]
[ INFO ] GET /js/api.js [request-id: D6BF0CFE-2A69-4AD1-8F00-12AC94100292]
[ INFO ] GET /js/auth.js [request-id: B52C156F-BF42-44D8-9BF8-5CA44493896E]
[ INFO ] GET /api/chat/unread [request-id: 51800B76-9314-4DF3-BAAD-F6BA19A97B15]
